EUR,GBP,AUD,NZD,USD,CAD,CHF,NOK,SEK,JPY
2003-04-01,0.0078627924781677,0.0391319669128014,-0.0241927338275621,-0.034217623861114,0,-0.00545929522870029,-0.018954791942835,-0.0128543703207331,0.0167702048630648,0.0109674991255068
2003-04-02,-0.0132824928580718,0.00455690400265809,-0.00246748918591604,-0.00349536019935306,0,-0.00256097564502173,-0.00631136599693597,-0.00185208179477149,0.00112638636260874,0.0290310626534623
2003-04-03,-0.00984615795494135,0.0403807741421769,0.00424681709740399,-0.00983228005143224,0,-0.0156132406637409,-0.00184984793885506,-0.00101474552935332,-0.0182076808573144,0.00208716282368192
2003-04-04,-0.0231011952102765,0.00801056542759796,0.0450656307340211,-0.0287805552536068,0,0.0638646521524603,-0.0366641082197463,-0.0424434384429025,-0.0252407161088045,0.00902625320535125
2003-04-07,0.0274635402226957,0.000567522262040483,0.0342657339245664,-0.00118235258776412,0,0.000921353309912276,0.00632236478234204,-0.00484814483432979,0.0292185966444805,-0.0305030013472756
2003-04-08,0.0223861210372901,0.0267233518115433,-0.0493862551523641,-0.0206707315046463,0,-0.00424880019571117,0.020081665979097,0.0356976392099559,0.00454745701074217,0.00652626616943784
2003-04-09,-0.0128505964606131,-0.00593170728607728,-0.0144190298249885,-0.00190232311394813,0,0.00175151639410966,0.0173686617162146,-0.0455557825483231,0.00793559492661741,0.047529045237103
2003-04-10,0.00638190169428362,-7.63140322683508e-05,0.0123885062855612,-0.00457875585866932,0,-0.0227116484637384,-0.0544185490012794,-0.00460619566725562,0.00410290412465742,-0.00699858660449182
2003-04-11,0.00338101478073609,-0.000712128449206054,-0.0136510338009762,-0.00358843111144221,0,0.00850697555558916,0.0154266676748326,-0.000556722054383268,0.0123052832569809,-0.0115058962136318
2003-04-14,0.0115705600251231,0.00314409521891923,0.0386713534988128,0.0358679208540663,0,-0.00141316055880606,-0.000532125579070658,-0.0170688239974311,-0.00152392637693543,-0.0126361312170658
2003-04-15,-0.0395168474628399,0.00103053536450665,0.0270871084209983,-0.0222023149251476,0,0.025185130549597,0.067158812838304,0.0437377959474246,0.00962809872978123,-0.00424522467438372
2003-04-16,0.00102931716994105,0.00925443579929159,-0.0191432191334065,-0.00395079491390988,0,0.0168611012818302,0.000624206639879497,-0.00160840813318631,-0.000674257545583248,-0.00216058565689259
2003-04-17,0.00187482770239263,0.000489962147390063,-0.0112359575390315,0,0,0.000675559232337301,-0.00915477758710304,-0.0110964127348076,0.00136911413749747,-0.000217209691399308
2003-04-18,0.00248298750829752,0.0306475310099595,-0.00208333340691977,-0.00791224813104739,0,0.00743443713331154,-0.0294583354841737,0.0110901758619352,0.00046348565468077,0.0486767518883983
2003-04-21,-0.00879690452519342,0.00600368286304884,-0.0288585743281752,-0.0075952205072819,0,-0.0156957594347659,0.0881271186791861,0.0447945438240614,0.0097706251421789,-0.0180986925109027
2003-04-22,0.00679514382954306,-0.0180822595299247,0.00726628257679148,-0.0265534968058966,0,-0.00318697754291791,0.0267083988120747,0.000267965555417679,-0.000201685516557332,0.00116434127918779
2003-04-23,0.0270333600058526,-0.0467926261027374,0.0186456167827156,-0.00873002377235929,0,-0.00331005236805853,0.047090444537061,0.0138977204577468,0.0237404475544006,-0.0348351851010069
2003-04-24,-0.00047116386567789,0.00565132437543018,0.0596269897282993,0.00693381586525047,0,0.0150670848122166,0.0085192413420858,0.00288755649898304,-0.00165649546792529,-0.0295710548249178
2003-04-25,0.0119836745820608,-0.00255426251177743,0.0261545303535364,0.0079560857690573,0,-0.0110268797609702,0.0481003277712325,0.022414840196967,-0.0151137941250197,-0.0030241352169149
2003-04-28,0.0210813286948893,0.000817173254764313,-0.0134923856985574,-0.00177785797882312,0,-0.00285971090916542,0.0241988139968087,-0.0058902661165452,0.00651685668571358,-0.00904707071934912
2003-04-29,0.0103784933871327,-0.00171047736323951,0.0600580960638444,0.0134276475175872,0,-0.0451176049223563,0.0105781676916827,0.0329093656739996,0.0750873101815226,-0.062829208760132
2003-04-30,-0.0235631133216919,-0.0389440357849773,-0.0206377218944845,0.00866774420167011,0,0.0118753344039084,-0.0618993498323114,0.0246278218886785,0.0109441416052745,-0.00580101673022948
2003-05-01,0.00284849639060107,0.00540676154645679,0.00617919961292462,0.00533618132158155,0,0.00185928623716058,0.0207212316689193,-0.0644583057470744,0.00125768338855402,0.0025921591648098
2003-05-02,0.0170256792234778,0.00598205558057216,0.0156485287920168,-0.0157853226664272,0,-0.055084974705436,0.0172861596684982,0.023489425975749,-0.00687041195220076,-0.0218612204388466
2003-05-05,-0.0147117490046659,-0.0102725148582743,0.01012500120657,0.0620613447492341,0,-0.0107237865137977,0.0229933843147938,0.0264394790744069,0.0134830009021301,-0.0300207629120254
2003-05-06,-0.000476169481373052,-0.0310534667686338,0.0132862212931826,0.00619721408888392,0,0.0302897329451305,-0.0383703098408468,0.00670874762505085,-0.00637864131004337,0.0169983216024262
2003-05-07,-0.0677948616493901,0.0186993877037006,-0.0617410783880358,-0.00849928464723525,0,-0.00809623576804337,-0.0667883086107801,0.0464457981384438,-0.0137470897889789,-0.0317297458947461
2003-05-08,0.000426587733695411,0.00908892707061187,-0.0044717025884206,-0.00104202857640009,0,-0.000603058376759667,-0.000639342405807698,0.00031492848820326,-0.00548923945079288,-0.0173252050405081
2003-05-09,0.00812361608952585,-0.00426869438703008,0.0487655036259568,0.0185656832727315,0,-0.0131100491187148,-0.00209563789808409,0.0236162019457308,0.0154184865053704,-0.0222383664624605
2003-05-12,0.00638058929683111,0.000559353653803577,-0.00814814873029162,-0.00830164692487988,0,0.00449308783714522,0.00173661481581874,-0.0130420774578462,0.0129440897874068,0.00899242740697308
2003-05-13,-0.00234486954919948,-0.0447923559735195,-0.00583333375009473,-0.00798472687900968,0,-0.00650667958413818,0.0028457296696465,0.00599736988597255,-9.28557552739534e-05,-0.0133299249414705
2003-05-14,0.0146636585384411,0.00759048817412829,0.00633251260721418,-0.0168131768414216,0,0.00875240312424682,-0.0206381837568488,-0.0464482590074785,0.0521378243876633,0.0022407034704677
2003-05-15,0.0472774289090809,-0.00189766188219327,-0.0129659124236613,0.0103089959670868,0,-0.00514240229559272,-0.0151100626312284,0.0503112149226422,0.0375153797346277,0.000258464725321247
2003-05-16,-0.0918092900513281,-0.00785280109050092,0.020947993031724,0.0544148733735034,0,-0.0226625999277729,-0.0275431248839332,0.000816062465170193,0.00225661992471424,0.0136932429143391
2003-05-19,-0.00478960089419459,-0.0124435908082333,-0.0222797386622611,-0.00742004669194041,0,-0.00848744900931764,-0.0015460136995609,0.0113686518201244,-0.000234338185864673,-0.00596554407534313
2003-05-20,-0.000452894680899367,0.00381979390177265,0.0232098293860267,-0.0394704294698058,0,0.00231179615542254,-0.000696324953033609,0.0656648866784033,0.00663138789635847,0.0217833991314258
2003-05-21,-0.003719379758269,0.00274683523846401,-0.0187462243395498,-0.00402914726775621,0,0.0409728256696318,-0.00361557711426669,0.0017227903680524,-0.0023358075351472,-0.00170532070359107
2003-05-22,-0.0325900826865715,-0.0010082185464054,0.00334295764064625,0.00109767601675458,0,-0.0184008950456055,0.0212096871896551,0.0267675924504041,0.00437952540541854,-0.0206043162697586
2003-05-23,-0.0483252175443433,-0.00174560583507946,-0.0153624444485856,0.00508866765893238,0,0.00843146400001115,-0.00209456789264078,0.00324480515439334,-0.010125528229748,0.00874102054489492
2003-05-26,-0.000421247736042259,-0.000731573525282048,0.030581150263491,-0.0157791131640658,0,-0.000473226316608448,0.015082896821098,0.0050902305687618,0.0109577074588632,0.00833867978377928
2003-05-27,-0.0578225096603499,-0.00488281628956664,0.0403919605242615,-0.0220114908733592,0,0.0219829038907446,-0.0330143511249172,0.00838871402177315,0.0264232891148848,-0.0124519237877301
2003-05-28,0.0191166271287667,-0.0578468626199386,-0.00609090307216877,-0.00603224346465085,0,0,0.0333554700671503,0.0106611435720447,0.0462843821705983,-0.0216161651071348
2003-05-29,0.0821855363852327,0.0544288089873036,0.00387245822037092,-0.00510461040351347,0,-0.0021564140838773,0.0299659466758188,-0.0366358227987751,-0.0215943110757664,-0.0304996290713726
2003-05-30,-0.00129279211633458,-0.00394539993301255,0.0367860477546281,-0.00605435360412171,0,-0.00978245173054927,0.0147760570483199,-0.0108014308719536,0.00375443559590415,0.0241956962197998
2003-06-02,-0.00897823743930029,-0.0247226429955781,-0.00987937173774825,-0.00186078573870971,0,0.0191289244861984,-0.0294764892421617,-0.0351385162874902,-0.000164799794036942,0.0429377481795665
2003-06-03,0.0145771171188208,-0.00472639986133484,-0.0115376483169282,0.00211941074763444,0,-0.0355322971402912,0.00256156230530352,0.00899494326234563,-0.00338145204190902,0.0273316355947983
2003-06-04,0.0735506470042331,0.0522670822101081,-0.00810932627322382,0.00862813626053737,0,-0.0262402636671149,0.0867204303398335,0.0161162082618284,0.0830887583920533,-0.0329569824650428
2003-06-05,0.0975422397279505,-0.000661773573082589,-0.028855905254901,-0.0114196764293789,0,0.0281753986984334,0.100449817630979,-0.108394059912776,0.073899171344674,-0.0156696386570639
2003-06-06,0.0081033851665856,0.0132076805006665,0.0330071099554001,0.0361489116537394,0,0.00316173707744786,0.0520842468106097,-0.00479008436925794,-0.00135006599310601,-0.00945549396036478
2003-06-09,0.0121132066522472,-0.00448975393198311,-0.00103453525176544,0.00118580521706002,0,0.0172629298605804,0.00239771647093304,-0.0256791513644032,-0.00782771763051003,-0.00805255652047074
2003-06-10,-0.0153360985181687,0.007231578710358,-0.0940186067238684,-0.00688338766224487,0,-0.0015457734008185,0.00480641779772087,3.28226793388209e-05,-0.0254993454403181,0.00582268828401075
2003-06-11,-0.00408163289900624,0.000335882446079623,-0.0251956806728912,-0.00323557634444886,0,0.000666149166973783,-0.0167080543599198,0.0109804018654893,-0.00440022708847226,0.00264968158599391
2003-06-12,0.0122023935848614,0.000755780841915847,0.0129632548175325,0.000621654346752768,0,-0.0632112565134592,0.0341843386897833,0.00939591431063622,0.00324181893665614,-0.0126568354711273
2003-06-13,-0.000810913549129469,-0.0209118743359763,-0.00202141202770214,0.0232822844601763,0,0.0116407729124572,0.00329177084651435,-0.00747543724296272,0.000568215235357176,-0.0119098312372516
2003-06-16,-0.010296295869385,-0.000166458631860839,-0.0344957018564208,-0.0209661507132575,0,2.23838836141805e-05,-0.0132899041602438,0.000726287579366658,-0.000547802270988819,0.0116824409172967
2003-06-17,-0.0613015236993781,0.0107849337238872,-0.00095223969982658,0.00246090794476323,0,-0.00495423477849364,-0.100043293564538,-0.00799562134277653,-0.0641780071095501,-0.00118433296957907
2003-06-18,0.0057640649896325,-0.000274029726349455,-0.0129128282320771,0.0021566114662547,0,0.0209709022089357,0.023570902282198,0.00648346983951441,0.0105426993336878,0.00266261005630136
2003-06-19,0.0129196907202855,0.0300167569990366,0.0303890864955601,0.000205567452322763,0,-0.066633102826072,0.0644077991104096,-0.0641026800407011,-0.0180163092313168,0.000354714750432305
2003-06-20,-0.0105035941242332,-0.0248130951667176,-0.0490950404034184,-0.00256651693622401,0,0.00176665485772089,0.0399820820777795,-0.00543873051852535,0.0125781371129816,-0.0556042693781056
2003-06-23,0.019641605439026,0.0149719483165513,-0.00116112504183982,-0.00153859313582009,0,0.00803384770392753,0.0168174011002797,-0.0447127584223452,-0.0441717234380492,-0.00862106011959322
2003-06-24,-1.07742790617144e-18,0.026956163910313,-0.0720280442902194,0.0190362916914915,0,-0.0455243940577053,0.00307368458842084,-0.0112757528570386,0.0119515225248409,0.00588710405517247
2003-06-25,0.0783487296006339,0.00646497188073763,-0.00547375365949201,-0.0634029798147288,0,0.0251978860560249,0.0191896454913332,0.00866591752506564,0.0203833738021308,-0.0203364778462987
2003-06-26,-0.0165332762666587,0.0454673279419877,-0.000841409362262269,-0.000722332885964573,0,0.00273962631091909,-0.0255631545641825,0.00849949948257352,-0.00750089328731719,0.0344392399746805
2003-06-27,0.00783511128339687,-0.00354642634025808,0.015864784227775,0.0119322087201112,0,0.0156317239387935,0.00144906119694006,-0.0125141599320138,0.024301838695484,-0.0134239474931191
2003-06-30,-0.0266119128295911,-0.0215333328964376,-0.0166271741507429,-0.0062723317881893,0,0.00133136149301132,-0.0269108497284599,0.0568470789177394,-0.0176384080981093,0.0306928802436464
2003-07-01,0.0265974706517636,-0.000168380540223433,0.00185704351271404,0.00393608374705685,0,0.00423857386557492,0.0342857790737536,-0.0359895566338263,0.00127994426824949,0.00490778462595105
2003-07-02,-0.0149198033057786,-0.020659911741882,-0.00775102960278794,-0.00164498550188658,0,-0.00986473541394409,-0.00916274137136213,0.00035428230212015,-0.00249262181400382,0.00812191972885285
2003-07-03,0.00252393401484142,0.00394283749238625,0.0168111887093264,0.00570853055525306,0,0.00948111943167353,0.00658802625307202,-0.00955659708602622,-0.0106444036305616,0.00260685644512317
2003-07-04,0.0804572289686543,0.0318516595226157,0.000750828120605304,0.0554405149703352,0,-0.00676909640146684,0.0157596728407265,-0.0658350424299408,-0.0162798467761828,0.00518270762269122
2003-07-07,-0.0152798757888485,0.0310066717966638,0.0975714504879424,0.0238471977195059,0,0.0476634246933298,0.00161931507995103,0.0078422036156451,0.0129950658922909,0
2003-07-08,0.00381929417978208,0.00434915786953093,-0.014344331636438,0.00254820489538511,0,-0.00831086045838282,-0.0295996276789941,-0.00694658941288858,0.0146864267894792,-0.00186322589700266
2003-07-09,-0.018383558173619,-0.0021441480403323,-0.00808403871620909,-0.00132349198586779,0,-0.0076610872643965,-0.0112966602102361,-3.55755021641197e-05,0.00544125602959133,-0.00501061601240598
2003-07-10,0.00846042105043192,-0.000949202371236215,-0.053510663426975,0.0196178661201166,0,0.0286502102170424,-0.0426169515476873,0.0231935151385844,-0.0278702181226362,0.00105334693504099
2003-07-11,-0.00948081537141442,0.00759192974830132,0.00272644822027847,0.00523871075575873,0,-0.00523750711331992,-0.00274611230775992,-0.0316320582523039,0.00399439099196172,-0.0153820058209486
2003-07-14,0.0436062210361754,-0.0104798014887818,0.0308904292326403,-0.0655076697471168,0,0.0927929536867679,-0.00649702650027189,-0.0528713737238616,0.00664473318929046,0.00846678124186162
2003-07-15,0.0135582716932602,-0.00128052273825932,0.00564351470660572,-0.0191602716333968,0,0.00387784134836379,0.0461545707179002,-0.00165156367306892,0.00132047099429789,0.0527900327938996
2003-07-16,0.000249654504114294,-0.00216633738323035,-0.0357470680768674,0.00308272208507641,0,0.0234623416426106,-0.0111948862572716,-0.0115530822090019,-0.0447489162071516,0.0400102146682748
2003-07-17,0.0111832566154912,0.010997997988635,0.0245178618174795,-0.0166064747384635,0,0.00678380806329199,0.0175935022334218,0.0480454124731732,0.0338212474800074,-0.0193543038515027
2003-07-18,-0.029757377024187,-0.0244200286570018,0.0168065144830957,-0.00370145112215104,0,0.0111482550401184,-0.0132352059709598,0.015665670871976,-0.0100676703264299,0
2003-07-21,-0.000899827979316032,0.00371261616549293,0.00483536749502586,0.00323225309258242,0,0.0151359354648503,-0.0191202156835408,0.00414960318385138,-0.00355967505205722,0.0510957020641634
2003-07-22,-0.00889855493515247,-0.0136164210751,0.0868769536409261,0.0047549420339235,0,0.0161412567709476,0.0365749273777859,0.0540636017767376,0.0236705736810726,-0.0432460365099464
2003-07-23,0.00635820798822567,0.00111780460143588,-0.0677283958916178,0.0250622837261904,0,-0.00129023017058234,0.0152670746652998,-0.00481320812158585,0.000458058987607239,-0.0190272105029898
2003-07-24,0.0282629198338104,0.00921249273812859,0.00794403250610227,-0.00816743433402495,0,-0.0813009267495624,0.0379637729277334,0.0121345293754087,0.0274541351491713,-0.000672325563780432
2003-07-25,0.0030846765919452,0.000450076286132292,0.00156579344754302,-0.00353741510240367,0,0.0179240644184518,0.00379534923131853,0.00859805817501706,-0.00256326851142744,0.024908773391001
2003-07-28,-0.010143543766106,0.00189532637002161,0.0105571881133378,-0.0167543398147523,0,0.00103237921896766,-0.0235337933106939,0.00297382546307339,-0.0138114238847174,0.0301363193207828
2003-07-29,-0.0074184767442896,-0.00291079843804283,-0.0191715089938149,0.00893097085326677,0,0.0404882833349817,0.0342426056316752,-0.00267039024892485,-0.0249993350562532,0.00638875135302045
2003-07-30,-0.0464674012198961,0.0325130003800339,-0.0778987806767595,-0.0236447505878674,0,0.00721094154375304,-0.0218922246080197,-0.061754069855157,-0.0070281575583634,0.0129353673717001
2003-07-31,0.0102454659764153,-0.00202296858319811,-0.0258864666643823,-0.0450016461309979,0,-0.0245666627202536,0.0179998693943853,0.00171515859687514,-0.00708860869266555,-0.0144698825222695
2003-08-01,0.0335561492539779,0.00179071201751283,-0.0346557410167566,-0.0157151696368559,0,0.0139860325968367,0.10583335508565,-0.00747382489305206,0.0177925035901949,0.0387255642106853
2003-08-04,0.0148161278542775,0.0112287060639784,-0.0155868497707545,-0.015649209218111,0,0.00277866857526509,0.0258743484777872,-0.0129314375607232,0.000298821340626992,0.0139980298414287
2003-08-05,0.0104614388422372,0.00318152650536585,0.0083449450279931,0.00294244433134744,0,0.000854914055640448,0.0247850797785979,0.035380341962195,-0.0160624204168875,0.0182469683406599
2003-08-06,-0.00483346546618883,-0.012397238094868,0.00714176134376727,-0.00825735941923071,0,0.035667473362462,0.0114938317641831,-0.00481770477680769,0.00157353904889234,0.0160630665791326
2003-08-07,0.0190409815943774,-0.00502856194805624,-0.0250594904510951,0.0176941125982013,0,-0.0154000890362643,-0.060040871921736,0.00513678921388921,-0.00298188347594974,-0.000218570069250506
2003-08-08,-0.00851967174811367,0.00609149715218677,-0.0342023917582932,-0.0181757450296645,0,0.0108873641910935,-0.0245370125213779,-0.00430428767648278,0.000369685775690379,0.00859456345223685
2003-08-11,-0.00547693183807294,0.0131178452608564,-0.0252126560823463,-0.0018367347647096,0,0.0307937618307046,-0.0105979266235762,-0.0201352040638625,-0.0114026411675054,0.0096283792025745
2003-08-12,0.000477580271222443,0.0158987596802711,-0.000182565040203584,0.00107097343457907,0,-0.00130001446494795,0.000329416935708084,-0.0444489855517911,0.00494238803422912,0.0575565744866521
2003-08-13,-0.01996015347221,0.00224607315560993,0.0117001886085045,0.0276619704232528,0,0.0292067013875807,-0.040194228021731,-0.0253827658247749,-0.0164531400935258,-5.87125183821663e-05
2003-08-14,0.00473120304662513,0.012359909446053,0.0334449407539835,-0.0223601562095431,0,-0.0111187373033349,0.00340735396418719,-0.000392254997826862,-0.0047588308423084,0.000276810805470319
2003-08-15,0.0550102817685487,-0.0140747949179644,-0.0136512254616121,0.00595978067117929,0,0.0128192457199055,0.119671458676929,-0.02758110502104,-0.0413529690315571,-0.00719135230162842
2003-08-18,0.00113156727973379,-0.00224761548637362,-0.0109739453975695,-0.0153005755982582,0,0.00174729054379591,0.00211351177769791,0.00056898439090378,-0.0226421893952173,0.0291495914656904
2003-08-19,0.00930713688166349,-0.0073850655507196,0.0263667405162905,0.0238502660688377,0,-0.00502247683583563,-0.00805350095882232,0.00104905646353889,0.00736618616263157,0.046840364471364
2003-08-20,-0.0421156630139125,-0.00279951590158908,0.0733451138750864,-0.0184508664741199,0,-0.00876183063307773,0.0703156548579477,-0.0138374245254107,0.0462458451132198,0.0171908889180303
2003-08-21,-0.0161924766783244,-0.00646756900367432,-0.00598482565930767,0.00153741152902316,0,0.00295307738468266,-0.0483632522990274,-0.0195870525164642,-0.0237394361741662,-0.00254982790043248
2003-08-22,0.00824638112404282,0.00335621923218585,0.0361346238241782,-0.004931085643176,0,-0.00760334298955433,-0.000296275399456739,-0.0040883033281962,0.00432076481345899,-0.00370008130830808
2003-08-25,0.0011944143864428,0.000305343570759978,0.0410308570697011,-0.0356808480817911,0,-0.0355721824667107,0.021748756284608,-0.00235208031446179,-0.000855012144589239,-0.000476798656152487
2003-08-26,-0.00231192666388205,-0.00377442429981655,-0.0200296311738084,-0.00724617390920127,0,0.0231347968045171,0.00510747310122188,-0.000313539006323765,0.027064259283754,-0.0104627481073022
2003-08-27,-0.000128487536032085,-0.0117374669261816,-0.00203140940237655,-0.00592099756636357,0,-0.00164227209406911,-0.0101950521104277,0.0222792984653237,0.00479720837203736,-0.0278139805739633
2003-08-28,-0.0426501376869267,0.00547945311264782,0.050548281351877,0.0606540313480839,0,-0.00869164685857739,-0.0360384724188134,0.0928333291700808,-0.0129895281031026,0.0194792956607398
2003-08-29,-0.00182390227044101,0.00262614367091259,0.0510086893142348,0.00193805187551363,0,-0.0127905922973657,0.0094946195932144,0.00153401794632638,0.000439473828394526,0.00145816359399301
2003-09-01,-1.05823543901535e-18,-0.00169254345631015,-0.0214619888904543,0.0524140523709099,0,0.0425889905573968,-0.0376609469014327,-0.029270299999846,0.0173387775135086,0.0225812175247117
2003-09-02,-0.00124372387244248,0.00114427389409171,-0.00382603301940426,1.75947919869721e-05,0,-0.0343054820239614,0.000523875261271689,0.000305289271865904,-0.0189794912198568,0.00248040700782819
2003-09-03,-0.00336382481189593,-0.0161185261302202,0.0105517869657181,-0.000316233573446049,0,-0.011185828405953,0.0114563059144033,0.0326769251261456,0.00685493637053129,0.0476633995675555
2003-09-04,-0.0802708882156589,-0.00858289900136021,0.0571633160860157,0.0619241502459764,0,-0.00174927144678796,-0.0765839005887173,0.0902050998215668,-0.0557543061482224,0.00718563126644496
2003-09-05,-0.000540054333549336,-0.000182533438297876,-0.0171745591644076,0.0105235923489719,0,0.00025533467363168,-0.0111151232304061,0.00101830529401592,-0.000906256262724294,-0.00601703759603679
2003-09-08,-0.0230347383444254,-0.000169806021745659,-0.115690516123001,0.0338460686924927,0,0,-0.00912218776018008,0.0268776938033324,-0.00219122408551858,-0.00385670217617455
2003-09-09,0,0.00113129282969654,0.00894389808773752,-0.00678317702193266,0,0.000124491979023744,0.00833035379503855,-0.0178460197968305,-0.00316966174598162,-0.00410432384624877
2003-09-10,-0.00144791534821668,-0.00130686113041467,0.00847380937654798,0.00746973882552151,0,0.0140207614399655,-0.00173010388115077,0.00748486330452,0.031742416532952,-0.0027317741116085
2003-09-11,0.0733361841413916,0.00335190504976857,0.0349207522326231,0.000445854412479434,0,0.000723978444689556,0.0157752793301646,0.0105419996808502,-0.0643138754010368,0.0175048062031058
2003-09-12,0.0120226328388881,0.00734299745400448,-0.0171403087179295,0.0263069226184584,0,-0.00510282827227358,0.0109286490164757,-0.0019902959208361,-0.015466791785929,-0.00134617023415159
2003-09-15,-0.0060968224592856,-0.0163591335691544,0.0540364207490335,0.00986519238833877,0,0.00621754398450985,-0.073820159585842,-0.0061051647823422,-0.0453955115051918,-0.0328898682532573
2003-09-16,0.0301219385230271,0.0138588939514889,-0.00995626982118413,0.00658663022806317,0,-0.0142099735132229,0.0627165345722675,0.0821858091987285,0.0502932330902205,-0.0204521069304604
2003-09-17,-0.00472825957801453,0.0103481945724392,-0.00345579188487459,0.0132853659696973,0,0.00784701770369726,0.00932788695518305,0.0315186623598401,-0.00433386301258797,0.00273345642256099
2003-09-18,0.0833745031278496,-0.00749064186083742,-0.0440531484107745,0.00842344275355439,0,-0.00699174516858,0.0607426287883022,0.0248962552402441,0.00810054920740848,-0.0934648859373791
2003-09-19,-0.0719709320655044,-0.0351077812026242,0.0393981251531374,0.119357426281138,0,0.000980028430820832,-0.0402623147015135,0.0490061268931319,-0.0244981651122265,-0.051908189548785
2003-09-22,-0.000913798369581741,0.00954566791983455,0.0312757643028089,-0.0137879517202753,0,-0.00148061084852951,0.00487985244581292,0.0885237686962538,-0.00847519931540597,-0.0130555341960865
2003-09-23,-0.00130656348886244,0.0101287984156125,0.00397790073237098,-0.00872410378544044,0,0.0183456533479844,0.00106359418538303,0.0131972086139843,-0.0106935183007427,0.0121147008201153
2003-09-24,-0.00645329997014527,-0.00868254867666252,0.000471593840659184,-0.00858751464463506,0,-0.00880643568272133,0.0241796707653267,-0.00174525046178974,-0.00135840306487107,-0.00988419082159421
2003-09-25,0.00172376280966293,0.00506176620471551,0.0076280839315122,0.0129840658105652,0,0.00892984704131143,0.00736497655062582,-0.0178932053633604,0.020736663504856,0.0181087678445359
2003-09-26,-0.0592432415289031,-0.0187235021169267,0.00533412497915175,0.0533854628612903,0,0.00237805160386548,-0.0537884342634512,0.0104480900520737,0.0347130541786014,0.0262235879933295
2003-09-29,-0.0104788203756191,0.00736465705115935,0.00420139569413982,0.00556212208187981,0,0.00129519370799482,0.0313106077481141,-0.00402615982875781,-0.0238169565158751,0.0261900998384129
2003-09-30,-0.0174985102192834,0.00961192600614662,0.00162911868779964,0.00281785153956455,0,-0.000978647751385004,-0.0146171163145591,0.00592451762827047,-0.0107287524536997,0.00712426136184595
2003-10-01,-0.000632803148455201,-0.00095883052095825,-0.0394905051974963,0.00220662059955235,0,-0.0103583350954803,0.00505261646079876,0.0197001929614017,0.0329260769473885,-0.000289017341826456
2003-10-02,-0.0686531012923318,-0.00456306961946587,0.025974188229344,0.0168251781296943,0,0.0359236698620366,-0.110416517282162,-0.0195296074789046,-0.0637084863888147,0.013175709740506
2003-10-03,0.0497901200820967,0.00303149471426409,0.0161104442780901,-0.011536550876226,0,-0.0171454267726849,0.0854638155775344,-0.00901387769818182,0.129416489407627,0.00328134863377097
2003-10-06,-0.0301090759463153,0.00309613071521044,-0.0789505649896959,0.0120765098823851,0,0.025604707349512,-0.00947393441776777,-0.00755591927535885,-0.00557718497794671,0.0261651280091305
2003-10-07,-0.000407262916780014,0.000336963722735378,-0.0109525549743687,0.000401673655168855,0,0.0222539380627705,-0.000395407196417709,0.0151321075656217,0.0019515982593716,-0.0239278266856339
2003-10-08,0.023206048746346,-0.00234544190197434,-0.0270231431724041,-0.000653102249355858,0,-0.0326943481070136,-0.0227437025316194,-0.0404821830084135,0.0149253217918582,-0.0319736923252605
2003-10-09,0.0396837540650641,-0.000726879550674066,0.0175535859219813,-0.00655081409122945,0,-0.045522734295302,0.0527916674737892,-0.00630040255338034,0.0315745556293606,-0.0407457469144325
2003-10-10,0.0525397350211491,0.00109319159492574,0.000984223504116681,-0.00580774559929932,0,0.00054500037951339,0.072182002851938,-0.0583236344060609,-0.0175303935263161,-0.0117295652494596
2003-10-13,0.0364964223837952,0.00348639672652574,0.0115159022636866,0.00642786267940422,0,0.0103467854284617,0.0711747172703073,0.000422602280174258,0.0168423562354979,-0.00179989904724072
2003-10-14,0.0452581114965332,0.010585536691244,0,-0.00453553176063229,0,-0.00693353581113207,0.0793838211815077,-0.023248080306334,-0.0156505082691442,-0.0303242262793923
2003-10-15,-0.0106502801086545,0.00254133952187364,0,-0.00255892294571961,0,-0.0151412378947577,-0.018704935801075,-0.000393209739252612,-0.00231358248842666,-0.00383369090676177
2003-10-16,0.000490385856541611,0.0030930002131307,0.00344702904243029,0.00571957661234756,0,-0.0168294688697365,-0.0095830848381719,-0.00397168491632057,-0.0121677871357124,0
2003-10-17,-0.0244189669668145,8.9672694904816e-05,0.00650665165159459,0.00392782282002913,0,0.0157881074751719,0.0105310564430072,-0.00442487279696697,-0.00297052832126327,0.00596691869367221
2003-10-20,-0.014402062517161,-0.00202002101898666,-0.00379749687690046,0.0310416478913534,0,0.0103131951373663,-0.00664362153366703,0.0350533046792516,0.00326934066483824,0.0301998068902077
2003-10-21,-0.0123707165847668,0.0312010657186425,-0.049252158447192,0.0169413355310922,0,0.00851589718745456,-0.0158815670982309,-5.2953832593181e-18,-0.0192133659066621,-0.00883726272468721
2003-10-22,0.00386817745016671,0.0081900379995809,0.0635072009480706,0.0195965960369497,0,0.00419934215031089,0.00108765931425494,0.000436247822282835,0.0105949779943497,0.0246801349897177
2003-10-23,0.0212327000095857,0.00429245673005172,-0.00556506943743126,-0.00826636413726137,0,-0.0201889182268988,0.0364206976463907,0.0183988734839447,0.0151292810905305,-0.025131421426158
2003-10-24,0.04133857413168,-0.00205025530771363,0.0424976038668101,-0.000589873837820578,0,0.0211990920817891,0.0640372973325664,0.000928632794647091,0.00320603544917414,0.0231618446030505
