EUR,GBP,AUD,NZD,USD,CAD,CHF,NOK,SEK,JPY
2003-11-24,2.8,-0.2,5.6,-2.5,-5.7,-3.2,8.3,-0.8,5.6,-9.9
2003-11-25,-1.8,-0.2,6.8,5.2,-5.8,-6.7,-3.2,7.9,1.5,-3.7
2003-11-26,-0.6,-7.3,-0.9,1.8,1.7,0.8,0.5,5.4,4.9,-6.3
2003-11-27,2.8,-4.4,5.1,3.3,-8,-4.5,8.1,1.9,3.6,-7.9
2003-11-28,-4.8,-7,2.1,4.7,-0.8,-1.3,6.7,5.6,3.3,-8.5
2003-12-01,2.4,-5.7,-5.4,-3.3,-0.3,1.3,6.5,2.5,3,-1
2003-12-02,-5.3,-7.2,-1.5,5.6,-0.9,1.1,-5.4,7.3,-2,8.3
2003-12-03,5,1.8,-3,2.7,1,-1.5,3.4,3.9,-5.2,-8.1
2003-12-04,-7.8,-8.1,1.9,1.4,-1.1,6.9,1.1,5.1,1.4,-0.8
2003-12-05,-1.5,-0.6,1.5,3.9,3.2,-0.4,-9.9,4.2,3.2,-3.6
2003-12-08,5.2,0.5,-8.6,0.4,2,-6.8,4.6,4.5,1.7,-3.5
2003-12-09,-5.1,-3.7,1.8,5.5,-3,2.7,1.3,4.9,3.6,-8
2003-12-10,5.3,-7.8,3.6,3.3,-0.4,-5.1,-5.7,2.5,6,-1.7
2003-12-11,-1,-5.6,-0.3,-1.4,-9.5,7.7,7.8,4.4,-1.2,-0.9
2003-12-12,-0.9,-3.4,-7.5,3.8,7.4,1,-10,4.1,-0.0999999999999999,5.6
2003-12-15,-5.1,-3.1,5.4,3.2,-5.5,-7.9,1.5,4.7,-0.5,7.3
2003-12-16,3,-7.7,1.4,1.4,-2.2,8.2,-8.4,2.5,2.8,-1
2003-12-17,-4.5,-1.1,-7.2,5.6,0.7,1.4,-3.5,1,0.6,7
2003-12-18,0.7,-6.9,-2.8,4.8,-4.5,-1,1.5,6.2,1.3,0.7
2003-12-19,2.9,-0.4,-0.6,1.1,-4.6,-1,7.3,5.9,-0.9,-9.7
2003-12-22,-5.2,-2.6,0.8,8,-4.9,-5.7,2.9,8.4,1.4,-3.1
2003-12-23,-1,-5.3,0.6,5.2,-2.4,-5.1,9.4,3.2,4.5,-9.1
2003-12-24,-0.6,-1.1,-0.5,-0.8,0.8,-6.8,0.5,6.5,-1.2,3.2
2003-12-25,-0.4,-1.4,-2.8,3.2,-4.8,-0.8,2.9,8.4,3,-7.3
2003-12-26,3.4,0.7,-0.8,-3,-8,-7.1,6.7,6.2,2.8,-0.9
2003-12-29,-0.7,-1.3,-7.1,2.7,-1.2,3.6,-3.5,4.7,-0.4,3.2
2003-12-30,1.4,-1.6,1.3,0.8,-5.4,-6.2,6.5,4.7,1.5,-3
2003-12-31,-6.9,-6.5,4.8,5.1,-4.9,2.9,-1.3,4.8,-1.2,3.2
2004-01-01,-0.8,-2.9,2.5,5,-5,-3.2,-0.9,7,3.6,-5.3
2004-01-02,7.8,2.7,-3.3,-1.2,-3.8,-2.7,9.1,-0.5,-4.6,-3.5
2004-01-05,-3.6,-2.8,2.4,-2.9,3.3,-0.3,-3.5,5.6,2.8,-1
2004-01-06,-3.2,0.7,-6.2,5.4,-1.2,3.4,-1.6,6.6,-1.2,-2.7
2004-01-07,-0.4,1.2,5.8,1.4,-3.6,-5.3,3.1,1.6,1.3,-5.1
2004-01-08,-3.8,-5.8,-2.9,7.3,1.2,-0.7,-6.8,1.3,3.3,6.9
